smiles,GSK3B,JNK3,DRD2,SA,QED,CalcExactMolWt,CalcNumAromaticRings,CalcNumHBA,CalcNumHBD,CalcNumRotatableBonds,CalcFractionCSP3,CalcTPSA,CalcHallKierAlpha,CalcKappa1,CalcKappa2,CalcKappa3,CalcPhi,logP,3pbl_docking,1iep_docking,2rgp_docking,3eml_docking,3ny8_docking,4rlu_docking,4unn_docking,5mo4_docking,7l11_docking
C[C@H]1C(=O)N(CC(=O)N(C)C2CCCCC2)C(=O)N1c1ccccc1,0.01,0.02,0.0005535685378137357,2.7191580433597373,0.789757337867033,343.18959166,1.0,3.0,0.0,4.0,0.5263157894736842,60.93000000000001,-2.369999999999999,17.452946972068467,7.2514245186419934,3.383830247924913,5.062349103832633,0.6937235804581889,-8.0,-8.9,-8.4,-8.3,-8.8,-8.1,-7.6,-7.0,-6.5
O=C1CCOC[C@]2(CN(Cc3ccccc3-n3cccn3)C[C@H]2c2cccnc2)N1,0.11,0.05,0.027714980283569498,4.220167466717962,0.7227222234506785,403.2008250400001,3.0,6.0,1.0,4.0,0.34782608695652173,72.28,-3.03,18.964545326969166,8.006878883849577,3.6181554659413804,5.061560584010587,-4.946903418659867,-7.2,-4.7,-8.8,-7.6,-8.0,-7.8,-8.0,-7.5,-8.0
N#C[C@@]1([C@]2(O)CCCOC2)COc2ccccc2C1,0.04,0.02,0.00255721788004776,3.930523128381113,0.8330304841436581,259.120843404,1.0,4.0,1.0,1.0,0.5333333333333333,62.480000000000004,-1.5699999999999998,12.463123907853493,4.516363525630079,1.9003087238167267,2.9625262227809332,-1.4301613009335838,-7.6,-5.8,-7.0,-8.5,-8.4,-7.1,-7.8,-5.9,-6.1
COc1ccc(CC(=O)OCC(=O)N2c3ccccc3C[C@@H]2C)cc1,0.01,0.02,0.00038040403848337386,2.4134418477243855,0.7862076021836454,339.147058152,2.0,4.0,0.0,5.0,0.3,55.84,-2.819999999999999,17.01769988116422,7.382852006090359,3.8170751316704554,5.025566388267877,1.146882680184245,-8.9,-8.5,-8.5,-8.6,-9.0,-8.2,-7.9,-7.9,-6.3
CCN(C)S(=O)(=O)N1CC[C@@H]1c1ccc(Cl)cc1,0.01,0.0,0.0016544437972066128,2.7860648077432995,0.8527676310709197,288.069926464,1.0,2.0,0.0,4.0,0.5,40.620000000000005,-0.6200000000000001,13.803415241764657,5.168442401693343,2.4029720430094517,3.9634531457620343,0.368390400300398,-6.3,-7.0,-6.3,-7.1,-6.6,-6.4,-6.1,-6.2,-5.6
CN(Cc1ccccc1Cl)S(=O)(=O)c1cn(C)c(=O)n(C)c1=O,0.0,0.0,7.273464626717912e-05,2.3254802521667717,0.8002100652413104,357.05500467199994,2.0,6.0,0.0,4.0,0.2857142857142857,81.38,-1.8999999999999997,17.45380110972339,6.306000980383726,3.2374280362436765,4.785377691710359,-0.2818286184681913,-7.5,-6.3,-7.1,-7.8,-7.6,-7.3,-7.1,-6.2,-6.5
COC1CC[NH+](CC(=O)N[C@H](c2cccs2)C(C)(C)C)CC1,0.01,0.02,0.006868682980043859,4.276923527727806,0.864295761691685,325.19442558809,1.0,3.0,2.0,5.0,0.7058823529411765,42.77,-0.9099999999999999,17.443957564029287,7.574436855781692,4.796332672060496,6.005825231076148,-1.8651163418230952,-6.7,-6.0,-6.3,-7.3,-6.7,-6.3,-6.2,-6.5,-5.2
CCOC(=O)c1cc(C#N)c(SCC(=O)c2ccc(C)cc2)nc1[O-],0.0,0.01,0.00019064304618105906,2.650199731159919,0.4453096134359739,355.07580153991,2.0,7.0,0.0,6.0,0.2222222222222222,103.11,-2.8499999999999996,18.488108588461948,8.308038839131306,4.580451080641755,6.143996968600757,0.6734099241896646,-7.4,-7.3,-7.9,-7.6,-7.9,-7.9,-7.5,-7.4,-6.2
Cc1cc(C)n(CCNC(=O)c2ccc([C@H]3CCC[NH+]3C(C)C)s2)n1,0.03,0.02,0.005534256022316657,4.249494072381889,0.8280298631906691,361.20565896809006,2.0,4.0,2.0,6.0,0.5789473684210527,51.36,-1.6599999999999997,18.14069694615736,7.70374950817646,4.124094030562825,5.590055407077518,-1.5014324559518588,-7.9,-7.6,-7.8,-7.7,-8.3,-8.2,-7.3,-7.2,-6.0
O=C(NCc1cccc([N+]2=CCCC2)c1)NCC1(O)CCSCC1,0.05,0.01,0.009932042650965485,3.4635182984955133,0.7153217452755805,348.17402449209004,1.0,3.0,3.0,5.0,0.5555555555555556,64.37,-1.5300000000000002,17.298132627476928,8.030753673607165,4.73787214645997,5.7882100893605966,-0.46584456931083174,-9.0,-9.2,-8.6,-8.6,-9.3,-9.0,-7.6,-8.2,-6.7
NC(=O)CCn1ccc(NC(=O)C2[C@H]3CCCC[C@@H]23)n1,0.05,0.03,0.001052153453531677,3.4096118157726645,0.8444245509503513,276.15862588,1.0,4.0,2.0,5.0,0.6428571428571429,90.01,-1.85,13.14785110431072,5.26419610519905,2.6858401156419083,3.460643328752476,-1.181538728818106,-8.0,-7.0,-8.1,-7.6,-8.7,-8.9,-7.5,-8.8,-6.7
CC[C@H](C)C(=O)N1CCc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2C1,0.01,0.01,0.009743476139900367,2.6154824155175085,0.7889877722934404,404.171162636,2.0,2.0,1.0,4.0,0.36363636363636365,49.410000000000004,-2.8299999999999987,20.892790996244848,8.268549189063835,4.779714568432121,5.957002415492432,2.3893687666707897,-8.9,-9.3,-9.0,-9.1,-0.6,-7.0,-3.8,-8.6,-5.2
C[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)c1cccs1,0.0,0.04,8.089177170571792e-05,2.299395846083934,0.6883572944506212,276.056863244,2.0,4.0,1.0,4.0,0.15384615384615385,72.24,-2.209999999999999,13.227051971963203,5.620376697132069,3.1673151969448874,3.9126849828935137,1.55463606538792,-7.4,-7.3,-7.5,-7.3,-7.7,-7.8,-7.3,-7.3,-6.0
FC(F)(F)[C@@H](Br)Cc1ccncc1,0.06,0.01,0.0033988166619971522,2.946293150598514,0.7391529022926624,252.971395984,1.0,1.0,0.0,2.0,0.375,12.89,-0.5800000000000001,10.500515297906604,4.0860647130856345,3.3394243390483758,3.300445002153236,0.6409080311790948,-6.0,-7.0,-6.0,-6.4,-6.6,-6.2,-6.7,-6.5,-5.1
CN(C(=O)CSc1nc2scc(C3CC3)c2c(=O)n1C1CCCCC1)[C@H]1CCS(=O)(=O)C1,0.02,0.02,0.007711816329386276,3.3236878902383733,0.44955261632212795,495.132019408,2.0,8.0,0.0,6.0,0.6818181818181818,89.34,-1.3900000000000001,22.404587161470097,8.756640481844846,4.374397534335755,6.130903591160949,0.6261820997341152,-7.0,-7.7,-8.9,-9.8,-5.5,-7.7,-8.6,-7.9,-7.5
CC(=O)Nc1cc(C)c(N)cn1,0.1,0.04,0.000991065043113151,2.2010756960232225,0.6500537122821487,165.090211972,1.0,3.0,2.0,1.0,0.25,68.01,-1.5799999999999998,8.515969289827256,3.2117709453467507,1.9496253118476012,2.2792785613776982,0.12714138492060867,-5.5,-6.1,-5.8,-5.6,-6.1,-6.5,-5.6,-5.9,-4.8
CNC(=O)C[C@H](C[NH3+])Nc1ccccc1Cl,0.02,0.03,0.00042121485345395,3.2547162315823757,0.7039167788952368,242.10546626408998,1.0,2.0,3.0,5.0,0.36363636363636365,68.77,-1.2599999999999998,12.807842605156038,6.350185553248462,3.7152371634665426,5.083261067471376,-1.4382137956105683,-6.2,-7.0,-5.7,-6.5,-6.5,-6.5,-6.1,-5.9,-5.0
CS[C@H](C)c1cccc(NC(=O)c2scnc2C2CC2)c1,0.0,0.03,0.0007854719029159236,3.1207915414167164,0.8687971254433519,318.086055196,2.0,4.0,1.0,5.0,0.375,41.99,-1.33,14.600750279659508,6.197119417244842,3.2967887282076127,4.3086949078295715,1.6494823496603739,-7.7,-7.3,-7.0,-7.6,-7.6,-8.6,-6.7,-6.8,-5.8
Cc1cc(NC(=O)CN2C(=O)/C(=C/c3ccc(C(C)C)cc3)SC2=S)no1,0.0,0.04,5.0056336171146973e-05,2.368939500299561,0.6040140533969927,401.0867834680001,2.0,6.0,1.0,5.0,0.2631578947368421,75.44,-2.4499999999999993,19.31542500558588,8.058147991137893,4.639882599505114,5.764687155805055,2.0282730713583823,-7.8,-8.0,-7.7,-8.2,-7.6,-7.8,-7.6,-8.4,-6.0
c1ccc([C@H](n2nnc3ccccc32)[NH+]2CCOCC2)cc1,0.0,0.0,0.0015299114091078924,3.7636739805536683,0.7804532260178191,295.15533764809,3.0,4.0,1.0,3.0,0.29411764705882354,44.379999999999995,-2.2399999999999993,13.424808299949659,5.866212208693667,2.3824234681402525,3.5796715612971255,-1.7735742627615259,-7.3,-6.6,-8.1,-9.7,-8.0,-9.4,-8.2,-6.8,-6.5
COC(=O)C[C@H]1CCCC[NH+]1CC(=O)Nc1ccc(F)cc1Cl,0.0,0.02,0.00069813926712563,4.076454539124136,0.794905678195709,343.12192485209,1.0,3.0,2.0,5.0,0.5,59.84,-1.6599999999999997,17.6900872412917,8.2648073579633,5.180596470259327,6.356746225862622,-1.7829400148894505,-7.7,-7.4,-7.3,-7.7,-8.0,-8.2,-6.7,-7.3,-5.7
CC[C@@H](C)[C@H](NC(=O)/C=C/c1cc2ccccc2o1)C(N)=O,0.04,0.01,4.121265991224294e-05,3.0767631272777907,0.8035306635603877,300.14739249999997,2.0,3.0,2.0,6.0,0.29411764705882354,85.33000000000001,-2.56,15.821815326994,6.934173338001786,3.752862740701865,4.9868731817831735,0.1443585444167885,-8.0,-7.7,-8.3,-7.5,-8.4,-8.2,-7.0,-7.9,-5.9
CC[C@H]1S/C(=N/N=C/c2cc(Br)ccc2OC)N(Cc2ccccc2C)C1=O,0.05,0.05,0.0030917628533597345,3.025771764559626,0.4499866508697435,459.06161004399996,2.0,5.0,0.0,6.0,0.2857142857142857,54.260000000000005,-2.1199999999999997,20.610070871474175,9.38569654016156,4.644579787648263,6.908566816817133,1.9819944765852382,-5.4,-4.3,-7.4,-7.3,-5.9,-7.4,-6.8,-7.0,-6.6
C[C@H]1CCC[C@@H](C)N1C(=O)COC(=O)Cn1c(=O)oc2cc([N+](=O)[O-])ccc21,0.0,0.13,0.00027656488975029,3.2531184927560215,0.43239446509564383,391.137950012,2.0,8.0,0.0,5.0,0.5,124.89000000000001,-3.17,19.587700678572958,7.829161513005718,3.898092688633131,5.476974010034263,-0.5042204871775898,-8.4,-9.2,-8.4,-8.5,-9.4,-9.2,-7.9,-8.4,-7.2
C[C@@H](NCc1ccc(Cl)cc1)c1nc(-c2ccncc2)cs1,0.25,0.0,0.0061406129148686385,2.5382603223368836,0.7363092309291794,329.075346192,3.0,4.0,1.0,5.0,0.17647058823529413,37.81,-1.7499999999999998,15.157461179144047,7.006574004507889,3.711745482506728,4.827357885096735,2.3570775786242875,-8.2,-8.4,-8.5,-7.8,-8.6,-8.7,-8.5,-7.8,-6.5
CCOC(=O)c1cnn(-c2ccc(NC(=O)c3ccco3)cc2)c1C(F)(F)F,0.0,0.01,0.0004416365419750029,2.259872633420059,0.6644320648344225,393.09364058799997,3.0,6.0,1.0,5.0,0.16666666666666666,86.36,-3.5599999999999987,19.208502772812476,7.588038049940549,3.8982572457546167,5.205530354374629,2.1359631608607224,-8.0,-7.1,-8.4,-8.0,-8.0,-8.2,-6.9,-7.4,-6.7
Cc1ccc(C(=O)N2CCC[C@H]2C[NH+](C)C)c(N)c1,0.04,0.02,0.004824535132586073,3.579510298467545,0.7712251254344014,262.19138880809,1.0,2.0,2.0,3.0,0.5333333333333333,50.77,-1.5500000000000003,13.871853541028633,5.612695959491282,3.0697948436079097,4.097815595809803,-1.9479216412261322,-6.6,-6.0,-7.1,-7.2,-6.2,-7.1,-6.7,-6.6,-5.4
COC(=O)c1ccc(/C=c2/sc3n(c2=O)C(N)=C(C#N)[C@@H](c2ccc(C(=O)OC)cc2)C=3C#N)cc1,0.08,0.0,0.00838537708869949,3.2056937188442003,0.5313489211000458,498.099790676,3.0,10.0,1.0,4.0,0.11538461538461539,148.2,-4.93,24.20270137648028,9.74297921215957,4.064405452473301,6.550178233032033,-0.7269255714371591,-4.3,9.4,-5.8,-3.4,3.2,4.9,3.2,-2.0,-4.7
CC[C@H](CSC)N(C)C(=O)Nc1ccc(Cl)cc1Br,0.02,0.0,0.00018984235267900657,3.007678711276455,0.8193965012409107,364.00117397599996,1.0,2.0,1.0,5.0,0.46153846153846156,32.34,-0.3900000000000001,16.663734551316495,8.021865821979317,4.894274768204148,7.035486455986402,1.7928563493943792,-5.7,-5.6,-5.8,-6.3,-6.3,-6.3,-5.6,-5.2,-4.7
COc1ccccc1OC[C@@H](O)CNn1c(C)ccc1C,0.01,0.0,0.0011974736717030544,2.8758718543241493,0.8197019390219031,290.163042564,2.0,5.0,2.0,7.0,0.375,55.65,-2.1399999999999997,15.252678254326101,7.036951834863657,3.9184464224845783,5.111064868017384,0.13071740357064923,-6.7,-7.1,-7.2,-6.7,-7.8,-7.0,-6.1,-6.1,-5.5
O=C([O-])CCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1,0.0,0.0,0.00048564194742900036,2.4942237354969716,0.687920257516627,325.08636622391003,1.0,5.0,1.0,7.0,0.42857142857142855,106.60999999999999,-1.9300000000000002,16.44067663126663,6.8865252145835525,4.04699725812691,5.146324280274192,-1.1370564771491,-7.6,-7.1,-8.2,-8.0,-7.9,-8.6,-7.0,-7.0,-6.1
CCc1ccc(-n2c(=S)sc3c(=O)[nH]c(SCC(=O)N4CCCC4)nc32)cc1,0.02,0.0,0.0002832250934518865,2.6348223523549716,0.37740477244266896,432.07483888,3.0,7.0,1.0,5.0,0.3684210526315789,70.99000000000001,-1.9699999999999998,19.35092793882438,8.181814167610472,3.7847439690006857,5.654489155938665,1.5945065944297503,-6.6,-7.8,-8.5,-8.3,-6.5,-6.8,-8.3,-8.8,-6.2
CC[S@](=O)[C@H]1CCC[C@H](NC(=O)N2CCC(Cc3ccccc3)CC2)C1,0.01,0.0,0.002773852336683895,3.429314400533147,0.8511411660917485,376.218449264,1.0,2.0,1.0,5.0,0.6666666666666666,49.410000000000004,-1.3599999999999999,19.40292508724941,9.539484935399637,5.320378913426087,7.11899659894244,0.605641175142732,-8.8,-9.7,-8.7,-8.6,-9.5,-5.4,-6.7,-8.6,-6.6
CCN(Cc1cccc(C)c1)C(=O)c1cc(C(C)C)[nH]n1,0.04,0.0,0.0023166320773899667,2.3037555567716925,0.9136422559234655,285.184112356,2.0,2.0,1.0,5.0,0.4117647058823529,48.99,-2.0999999999999996,15.291909295219817,6.567771482894616,3.7153217132864254,4.782560275626468,1.7979686052518136,-6.8,-6.5,-7.2,-7.8,-7.7,-7.2,-7.0,-7.0,-6.0
N#CCCN(CCC#N)C(=O)c1ccc(Cl)o1,0.01,0.02,0.002190649848696784,2.7332462872415384,0.8033285647981573,251.04615424,1.0,4.0,0.0,5.0,0.36363636363636365,81.03,-1.9799999999999998,13.086577896138483,6.569751714117961,3.8224895814541204,5.057386327358472,0.37546706671410013,-5.7,-6.7,-5.8,-6.1,-6.6,-6.5,-6.3,-5.9,-5.2
COc1cc(C(=O)N[C@@H]2CCCC[C@H]2C(C)(C)C)ccc1OCC(N)=O,0.05,0.04,0.00043168732003037475,2.8941089732466825,0.8139684700619484,362.22055744,1.0,4.0,2.0,6.0,0.6,90.65,-2.24,20.076577104663574,8.427427393160466,5.129064922586611,6.507457532797694,0.6645419149036923,-7.8,-5.9,-8.0,-6.6,-8.0,-5.4,-7.2,-6.6,-5.9
NC(=O)[C@@H]1CN(C(=O)CSc2ccc(Br)cc2)c2ccccc2O1,0.0,0.01,0.0013774839663411936,2.720295150927477,0.7917049754493913,405.99867544,2.0,4.0,1.0,4.0,0.17647058823529413,72.63000000000001,-1.9899999999999995,16.85341159391278,7.272889108233127,3.733434919900309,5.10720806741409,0.821967415994048,-8.4,-7.2,-9.1,-8.6,-7.8,-9.2,-8.2,-8.4,-7.4
COc1ccc(C(=O)NC[C@H](c2ccc3c(c2)CCN3C)N2CC[NH+](C)CC2)cc1,0.02,0.0,0.0673763902829442,3.5115028639437744,0.7472273424734124,409.25980271609006,2.0,4.0,2.0,6.0,0.4583333333333333,49.25,-2.5699999999999994,20.69265557894086,9.0617113630945,4.44550928337654,6.250362406409639,-1.4043853575414156,-6.9,-6.6,-8.5,-8.0,-4.4,-9.8,-8.3,-8.2,-7.0
CC(=O)N[C@H](C)C(=O)N(C(C)C)C1CC1,0.0,0.0,0.0006736880300912797,2.7872621006544502,0.7527228443113033,212.15247788,0.0,2.0,1.0,4.0,0.8181818181818182,49.410000000000004,-1.06,12.011736011477758,4.639729076899705,3.2173304836510273,3.7154133890997767,-0.590221405658147,-5.2,-5.5,-5.3,-5.2,-5.3,-5.1,-4.7,-4.5,-3.7
Cc1ncc(C(=O)N2CCCC[C@H]2c2ccc(F)cc2)cn1,0.0,0.0,0.0008800452991538423,2.548433021512709,0.8545346192028449,299.143390416,2.0,3.0,0.0,2.0,0.35294117647058826,46.09,-2.3,14.62951644757799,6.2160054748591484,2.980007727182173,4.133507015122125,1.3564077135999013,-7.5,-6.7,-7.1,-7.9,-8.1,-7.6,-8.5,-7.9,-6.5
C=CC/[NH+]=C(\N)SCc1cc(=O)n2c(C)cccc2n1,0.06,0.02,0.00028660118897315666,3.6904787074793504,0.46499782114027943,289.11175858409007,2.0,4.0,2.0,4.0,0.21428571428571427,74.36,-2.0799999999999996,14.331658747860137,6.382877229080934,3.2701001728849652,4.5738609138337525,-2.435854985174348,-7.7,-7.5,-7.6,-7.5,-8.0,-8.0,-6.7,-7.7,-6.4
O=C(NCc1ccc(COCc2ccccc2)cc1)c1ccncc1F,0.06,0.01,0.0034131116742679808,1.8993224044434172,0.7037400550466315,350.1430560680001,3.0,3.0,1.0,7.0,0.14285714285714285,51.22,-3.049999999999999,17.762767820209557,8.873434366228322,4.972353714661408,6.062182862122385,2.536734205727736,-9.4,-8.2,-9.2,-9.3,-9.3,-9.7,-8.4,-9.4,-6.2
CC(C)CCNC(=O)c1ccc(Cl)c(NS(=O)(=O)c2ccc(F)cc2)c1,0.0,0.01,0.0009461527374030036,1.919230356202556,0.7381298557578323,398.08671939999994,2.0,3.0,2.0,7.0,0.2777777777777778,75.27000000000001,-2.1199999999999997,20.195081523143887,8.50835861890682,5.438698204448237,6.608730612960276,2.6441313533258337,-7.8,-8.2,-8.3,-8.7,-8.5,-8.6,-8.5,-8.1,-6.8
COc1ccc(-c2cnc(Br)cn2)cc1,0.11,0.05,0.0006739246963649414,1.9579223853513223,0.8369232395029458,263.989825008,2.0,3.0,0.0,2.0,0.09090909090909091,35.010000000000005,-1.42,10.109880080761553,4.4001996784361275,2.330709892011671,2.965699405359653,1.802145164870607,-6.5,-5.5,-6.3,-6.6,-6.9,-7.1,-6.7,-7.0,-5.5
C[C@H](CO)[C@H](C)NC(=O)N[C@H](C)c1ccc(Cl)s1,0.0,0.0,0.001674706813350862,3.4560196447537077,0.7807576603506949,290.085576528,1.0,3.0,3.0,5.0,0.5833333333333334,61.36,-0.78,15.278072009291519,6.968763466108176,4.476601856845875,5.914959447273371,-0.09005531220773855,-6.5,-6.3,-7.2,-6.2,-6.6,-6.8,-5.8,-6.4,-5.4
CC(C)[NH2+]Cc1cnc([C@@H]2C[NH+]3CCN2CC3)[nH]1,0.07,0.0,0.03141778572638756,6.217850589245007,0.5876076516174491,251.20989864017997,1.0,2.0,3.0,4.0,0.7692307692307693,52.97,-0.9100000000000001,12.140659924413075,4.992482067281572,2.4330133367919853,3.367334830977574,-6.639804609148326,-6.3,-6.1,-6.2,-5.8,-6.6,-6.7,-5.7,-5.9,-5.3
C[C@@H](c1ccc(Cl)cc1Cl)N(C)C(=O)c1ccc(NC(N)=O)cc1,0.03,0.01,0.00012133612319585348,2.465583685560265,0.8457713563118296,365.06978214400004,2.0,2.0,2.0,4.0,0.17647058823529413,75.43,-2.2399999999999998,18.1037721034961,7.5528949357520805,4.185855747663868,5.697328693271062,2.1709008177000766,-8.2,-5.7,-8.4,-7.6,-9.2,-7.6,-6.9,-7.7,-6.5
CC(C)C(=O)c1ccccc1NC(=O)c1ccn(C2CCCC2)n1,0.02,0.01,0.0002732760211734568,2.2936271478814216,0.842166598687512,325.17902697600005,2.0,4.0,1.0,5.0,0.42105263157894735,63.99,-2.43,16.428562467228122,6.990580811005047,3.3972645314343946,4.78521639732511,2.218242421667528,-9.0,-7.3,-8.7,-8.4,-9.0,-8.3,-8.4,-9.0,-6.9
CCc1ccc(-c2noc(N)c2-c2ccccc2)o1,0.05,0.0,0.0007664410113907233,2.2926371952727695,0.7726767703457539,254.105527688,3.0,4.0,1.0,3.0,0.13333333333333333,65.19,-2.4899999999999998,11.591985557765002,4.64651311413058,2.0120018122244634,2.8348585743667036,1.9802931216770996,-6.9,-7.9,-7.4,-8.1,-7.7,-8.0,-8.8,-6.9,-6.3
C[C@@H]1CC(=O)[C@@H]([C@@H]2CCCC[NH2+]2)[C@@H](C)C1,0.04,0.0,0.001249804976287079,5.036933344587856,0.6962648177287001,210.18524080809,0.0,1.0,1.0,1.0,0.9230769230769231,33.68,-0.37,11.125462693141012,4.647180253192804,2.4148686608850296,3.4468020356798763,-2.9802243980252325,-6.1,-6.0,-6.6,-7.5,-7.6,-7.1,-6.6,-5.4,-5.0
CCCCS(=O)(=O)N1CCN(c2c(C)n[nH]c2C)CC1,0.07,0.02,0.0008238245118476075,2.5585272639229064,0.8891102474543441,300.16199700799996,1.0,4.0,1.0,5.0,0.7692307692307693,69.30000000000001,-1.08,15.311525943129952,6.133977032075896,3.146031746777021,4.696027423059668,-0.05920663047697028,-6.5,-5.4,-6.0,-5.8,-6.9,-6.6,-5.7,-6.0,-5.8
O=C(CCc1ccccc1O)NCCc1nnc(-c2ccccc2)o1,0.03,0.0,0.0019044647250165713,2.0442409095170007,0.6919353780354742,337.14264146799997,3.0,5.0,2.0,7.0,0.21052631578947367,88.25,-3.1499999999999995,16.698858826786914,8.098567534730352,4.665219872514402,5.409473438466475,1.5723944050035512,-9.3,-9.8,-9.5,-9.1,-9.3,-9.2,-8.9,-9.0,-7.0
C[C@H]1CCN(Cc2c[nH]c[nH+]2)[C@@H]1c1cccc(F)c1,0.03,0.0,0.0874622094002057,4.396927044465029,0.9036349077040193,260.15575224809,2.0,1.0,1.0,3.0,0.4,33.17,-1.6800000000000002,12.358733073569692,5.1318776648538345,2.5369652040598503,3.3380792750601413,-1.3775713601439041,-6.8,-8.8,-7.6,-8.4,-7.4,-8.2,-7.6,-7.0,-6.0
COC[C@@H](C)Oc1cncc(C[NH2+]C(C)C)n1,0.07,0.0,0.0020903383073448832,4.107471453087247,0.7474105600297546,240.17065336409,1.0,4.0,1.0,7.0,0.6666666666666666,60.85,-1.2,13.86329113924051,7.189348025711662,5.604733727810651,5.8628249871626315,-2.5563870664984534,-5.2,-5.6,-5.7,-5.2,-5.7,-5.8,-5.0,-5.5,-4.6
CCc1cc(C[NH+]2CCC(C(=O)[O-])(n3ccc(-c4ccco4)n3)CC2)on1,0.04,0.0,0.006268333807669684,4.265273299116128,0.6562846852889068,370.164105184,3.0,7.0,1.0,6.0,0.42105263157894735,101.56,-2.87,17.539168480547648,7.033963998390726,3.277815785737525,4.569254801995612,-2.985889479151902,-8.4,-8.6,-8.6,-8.0,-7.1,-6.9,-7.7,-6.7,-6.1
COc1ccccc1CN1CCN(C(=O)Cc2cc(C)on2)CC1,0.0,0.0,0.003745363879587,2.058095011347879,0.8381446257908511,329.173941596,2.0,5.0,0.0,5.0,0.4444444444444444,58.81,-2.3400000000000003,16.51541937092753,7.486261330061362,3.9442847558441807,5.151614391096713,0.9595482660142767,-7.9,-8.1,-8.0,-7.8,-8.1,-8.6,-6.4,-7.3,-6.4
O=C(c1ccc(F)cc1)c1ccc(OCn2nnc3ccccc3c2=O)cc1,0.0,0.0,0.003554532372525413,2.0292861771412944,0.500990513633924,375.10191952799994,4.0,6.0,0.0,5.0,0.047619047619047616,74.08000000000001,-3.869999999999999,17.539168480547648,7.39807559695548,3.500263797583171,4.634146225958225,1.914112177183128,-10.4,-11.0,-10.4,-10.5,-10.6,-10.7,-9.3,-9.4,-7.2
Cc1cncc(C(=O)NC[C@@H]2CC=CCC2)c1,0.02,0.01,0.00475808962713835,2.8125143937332275,0.8104579200084807,230.141913196,1.0,2.0,1.0,3.0,0.42857142857142855,41.99,-1.6399999999999997,11.83405264196173,5.617781705452454,3.4110876812387425,3.9106543784337577,0.47109066085552703,-7.1,-7.4,-7.7,-7.8,-7.9,-7.6,-7.3,-7.9,-6.0
OCC1=CN=N[C@H]1c1cccs1,0.0,0.01,0.0017930059738124273,3.9923193576019207,0.7440696598866323,180.035733876,1.0,4.0,1.0,2.0,0.25,44.95,-0.9999999999999998,7.638888888888889,3.1640625,1.1900826446280992,2.01416015625,-1.1848326277540675,-6.1,-6.5,-6.1,-5.8,-6.2,-5.8,-5.8,-5.1,-5.1
CNC(=O)c1cc(NC(=O)C(=O)N[C@H]2CCC[C@@H]2CCC(C)C)ccc1F,0.06,0.04,0.002918407270762625,3.089833977728448,0.6663751402292306,377.211469976,1.0,3.0,3.0,6.0,0.55,87.30000000000001,-2.4399999999999995,20.86686641147529,9.482655477964018,5.77161106009591,7.3286409290636865,0.395492562128112,-8.6,-8.4,-8.5,-7.9,-8.7,-8.3,-7.3,-7.1,-6.5
CC[NH+]1CC[C@H](CNCc2cc(C(=O)[O-])cs2)C1,0.04,0.0,0.009476383956715732,5.081152547911447,0.704795218384687,268.12454888,1.0,4.0,2.0,6.0,0.6153846153846154,56.599999999999994,-0.9099999999999999,13.520010136040515,6.313365368659557,3.540167277593358,4.742042432044688,-4.586410912135907,-6.3,-5.3,-6.7,-6.2,-6.9,-6.9,-6.2,-6.6,-5.5
C[C@@H](O)CC[NH+](C)Cc1cnc(C(C)(C)C)s1,0.07,0.0,0.00776275219291458,4.692591396067781,0.8323255944485649,257.16821084009,1.0,3.0,2.0,5.0,0.7692307692307693,37.56,-0.45000000000000007,14.610422960725076,5.935735729644205,5.1478651376436275,5.101388799599406,-2.655929251745419,-5.2,-5.1,-5.8,-5.3,-6.0,-6.1,-5.5,-5.7,-4.3
Cc1cc([C@H](C)N=O)cc2c1sc1ccccc12,0.02,0.01,0.00039102869618823865,3.082328451662404,0.5792461269763555,255.071785036,3.0,3.0,0.0,2.0,0.2,29.43,-1.7399999999999998,11.356070031395124,4.175821073556509,1.626694443226175,2.634495363882405,2.0397060505287934,-7.4,-8.2,-8.0,-8.7,-7.8,-8.2,-8.8,-7.9,-6.3
O=C1C[C@@H]([NH+]2CCC(c3nc4ccccc4o3)CC2)C(=O)N1Cc1ccc(Cl)cc1,0.04,0.01,0.0011990541840504133,3.770832276071344,0.6535145499350774,424.14224569609,3.0,4.0,1.0,4.0,0.34782608695652173,67.85000000000001,-2.6999999999999993,19.274604211536303,7.852985739542565,3.6133590841917633,5.045439733617388,-0.612343242213379,-9.7,-8.6,-9.0,-9.0,-9.6,-8.7,-7.2,-9.4,-6.5
Cc1nc2ccccc2c(=O)n1-c1ccc(C(=O)N(C)c2nc3ccccc3s2)cc1,0.02,0.01,0.002134430740860444,2.22499808562487,0.42348735233440177,426.11504681599996,5.0,6.0,0.0,3.0,0.08333333333333333,68.09,-3.839999999999999,19.143015320322785,7.445800922418834,3.2867936256033863,4.597905842901202,2.6430536098358552,-7.2,-5.0,-10.3,-8.9,-8.7,-3.3,-7.8,-7.9,-6.8
