,smiles,GSK3B,JNK3,DRD2,SA,QED,CalcExactMolWt,CalcNumAromaticRings,CalcNumHBA,CalcNumHBD,CalcNumRotatableBonds,CalcFractionCSP3,CalcTPSA,CalcHallKierAlpha,CalcKappa1,CalcKappa2,CalcKappa3,CalcPhi,logP,3pbl_docking,1iep_docking,2rgp_docking,3eml_docking,3ny8_docking,4rlu_docking,4unn_docking,5mo4_docking,7l11_docking
722,COc1ccc([C@@H]2C(C#N)=C(N)Oc3cc(C)n(CCN4CCOCC4)c(=O)c32)cc1OC,0.05,0.0,0.0117025422597165,3.098704910362144,0.7052720459436834,452.2059699959999,2.0,9.0,1.0,6.0,0.4166666666666667,111.96999999999998,-3.48,22.70462439236937,9.56518813273022,4.272301090967087,6.58103041806026,-0.3964239115991991,-5.1,-5.6,-7.4,-6.3,-6.6,-8.6,-7.5,-5.7,-6.4
723,O=c1[nH]nc([O-])n1/N=C/c1ccco1,0.06,0.01,0.001692575839031,3.443957508769061,0.6256573872684696,193.03671359991,2.0,6.0,1.0,2.0,0.0,99.24,-2.31,8.295578500721268,3.2075216282173904,1.4213280867445002,1.900589104259904,-2.626192496360311,-6.0,-7.3,-6.8,-7.0,-6.8,-7.6,-6.5,-6.2,-5.5
724,C[C@H](Oc1cccc(Cl)c1)C(=O)N1CCC(Cc2ccccc2)CC1,0.01,0.01,0.001811602388378,2.353931230172922,0.7829001969930464,357.149556688,2.0,2.0,0.0,5.0,0.3809523809523809,29.54,-2.0,17.8112,8.392733564013842,4.988662131519274,5.979386242214534,2.494071649630899,-9.0,-9.1,-9.0,-9.0,-9.6,-8.8,-9.1,-9.1,-6.8
725,COc1cc([C@@H]2C(C(=O)Nc3ccc(F)cc3)=C(C)Nc3nc(C)nn32)cc(OC)c1OC,0.01,0.01,0.0037339238686474,3.1240852534412245,0.5873807629667605,453.181232468,3.0,8.0,2.0,6.0,0.2608695652173913,99.53,-4.08,22.126022575235087,8.811136033623095,4.066212338773116,5.907739236163998,0.9359423536399892,-4.1,-2.5,-8.1,-7.8,-3.7,-6.7,-8.0,-6.3,-6.2
726,CC[C@@H](C)[C@@H](O)C[NH2+][C@@H](c1cccs1)C1CC1,0.03,0.0,0.0209822371885331,4.508918877525426,0.7685732632437492,254.15731180809,1.0,2.0,2.0,7.0,0.7142857142857143,36.84,-0.3800000000000001,13.061145587062482,5.984336255458821,3.537496231249644,4.597781592616705,-1.777840512244659,-6.3,-6.6,-6.2,-6.1,-6.6,-6.2,-5.7,-5.7,-5.1
727,CSc1cc(-c2cccs2)oc(=O)c1C#N,0.0,0.0,0.0005903732764165,2.7895884753483315,0.7677305643958661,248.991820464,2.0,5.0,0.0,2.0,0.0909090909090909,54.0,-1.51,10.989791406271816,4.556842261737852,1.8960638173465705,3.1299216204864293,0.837263734609587,-6.4,-6.5,-6.1,-6.6,-6.6,-6.7,-6.8,-6.2,-5.3
728,CC(C)[C@@H](NC(=O)c1ccc(NS(C)(=O)=O)cc1)C(=O)[O-],0.0,0.02,0.0001727533811857,2.7586149430997797,0.7386367724721484,313.08636622391,1.0,5.0,2.0,6.0,0.3846153846153846,115.4,-2.09,16.962882072977262,6.574506030478012,5.424250801130095,5.310598594432208,-1.495667832107236,-7.0,-7.6,-7.4,-7.3,-7.5,-7.7,-6.6,-7.0,-6.3
729,[NH3+][C@H](CO)c1ccc(N2CCOCC2)c(Cl)c1Cl,0.0,0.01,0.0010527104062703,3.5118618815266576,0.8769578180102185,291.06615956409,1.0,3.0,2.0,3.0,0.5,60.34,-0.5200000000000002,13.901187758850096,6.08275427644793,2.7300686365814144,4.697639404880613,-1.3236628922453113,-7.0,-7.3,-6.2,-7.1,-6.8,-7.2,-6.8,-6.1,-6.1
730,CCCn1cc(NC(=O)c2cc3nc(-c4ccccc4)cc(-c4ccccc4)n3n2)cn1,0.02,0.05,0.003543057638794,2.375887928975315,0.421242685790212,422.18550932400007,5.0,6.0,1.0,6.0,0.12,77.11,-4.259999999999999,19.68862638268001,8.468103695934264,3.8777857902293498,5.210166557470045,2.7002431826612017,-6.1,-8.3,-10.4,-10.2,-5.7,-9.8,-8.4,-8.3,-7.7
731,Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCCc4ccccc43)CC2)cc1C,0.0,0.0,0.0020382828998525,2.138363420583138,0.7726690485665781,412.182063756,2.0,3.0,0.0,3.0,0.4347826086956521,57.690000000000005,-2.1799999999999997,20.107402483310324,7.918010764860224,3.833378924065558,5.4900217005595975,2.1216939631619143,-10.0,-9.3,-9.0,-9.7,-9.9,-7.3,-9.2,-7.4,-7.4
732,C=CCN(CC=C)C(=O)C1CCN(C(=O)C(C)(C)C)CC1,0.03,0.0,0.003680201204295,2.518269994058544,0.7304153094982195,292.215078136,0.0,2.0,0.0,5.0,0.6470588235294118,40.620000000000005,-1.5799999999999998,17.471493305870236,7.434487340933722,4.7250880999345055,6.185314086176216,0.821022977592509,-6.9,-5.6,-6.4,-6.6,-7.0,-6.7,-6.1,-5.6,-5.1
733,Cc1nc(CSc2nncc3ccccc23)nc2ccccc12,0.03,0.0,0.0009991744380499,2.335821673426322,0.530545018229413,318.093917448,4.0,5.0,0.0,3.0,0.1111111111111111,51.56,-2.53,14.087163867098466,5.929093753852407,2.751733788280213,3.63148327364821,2.2265470704534205,-9.6,-9.3,-9.2,-9.2,-9.6,-9.5,-8.1,-7.7,-7.9
734,C[C@H]1CCCC[NH+]1C[C@@H]1CCC(C)(C)[C@@H]1[NH3+],0.02,0.0,0.0036474349782587,5.920999600233169,0.6868951510511339,226.23980180018,0.0,0.0,2.0,2.0,1.0,32.08,-0.08,12.37884121634838,4.655337993296042,2.4304421710075994,3.6017306142153505,-4.642681863746731,-6.5,-6.1,-6.5,-6.4,-7.0,-6.5,-5.6,-5.9,-4.7
735,COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1,0.01,0.0,0.0003767438340429,1.982253205809656,0.7770170903470117,310.095356928,3.0,5.0,1.0,5.0,0.0588235294117647,73.59,-3.28,14.648695705259302,6.654810134607616,3.490661157024793,4.238447332093159,2.339841843437445,-8.3,-7.2,-7.9,-8.5,-8.2,-9.6,-8.3,-7.7,-7.6
736,COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)/C=C/c1ccc(F)c(Cl)c1,0.01,0.01,0.00188297694961,2.241466340430497,0.6775849343083156,454.07654864,2.0,5.0,1.0,6.0,0.25,84.94,-2.459999999999999,22.2302727398994,9.566382315800457,5.170585720838311,7.088776267146485,1.6333387846581782,-9.6,-7.3,-9.2,-8.7,-8.7,-9.8,-7.5,-9.2,-6.4
737,Cc1ccc(F)c(C[NH+]2CCC(C(=O)NC(C)C)CC2)c1,0.02,0.02,0.004679817159258,3.4253751854189067,0.8655144461470025,293.20236809209,1.0,1.0,2.0,4.0,0.5882352941176471,33.54,-1.42,15.95928263072548,7.030059523780373,4.529532482854984,5.342605088134969,-0.9770561473955546,-7.6,-8.6,-7.7,-7.6,-8.0,-8.1,-7.4,-7.4,-6.2
738,CCn1nc(C)c(CNC(=O)[C@H]2[NH+]=c3ccccc3=C2NC(=O)c2cccc(C)c2)c1C,0.01,0.0,0.0003215933566799,3.663021736392219,0.5045560846876593,430.22375155609,3.0,4.0,3.0,6.0,0.28,89.99000000000001,-3.739999999999999,21.490469973217017,8.784236869409899,4.05770034375406,5.899293083739978,-2.4392795793924504,-6.9,-7.1,-8.9,-8.6,-5.2,-9.0,-9.0,-8.7,-7.2
739,COc1ccc(C(=O)N2CCC[C@H](C(=O)Nc3cc(Cl)ccc3F)C2)c2ccccc12,0.02,0.02,0.0020635461957677,2.510440865430848,0.6113148473750353,440.130298464,3.0,3.0,1.0,4.0,0.25,58.64,-3.1199999999999983,21.12499986576821,8.938242062016835,4.345396461403915,6.090979430977723,2.685017190500828,-11.3,-8.8,-9.3,-9.2,-11.7,-9.1,-7.5,-8.7,-7.7
740,CCc1ccc(/C=C(\C#N)C(N)=O)s1,0.01,0.0,0.0006411912378707,2.6732769419674405,0.6038558797277122,206.05138394,1.0,3.0,1.0,3.0,0.2,66.88,-1.6,10.480645161290322,4.584414039262344,2.441662238282496,3.431972629853308,0.0989713115324186,-6.0,-6.7,-6.3,-6.5,-6.4,-6.3,-6.7,-6.0,-4.9
741,COc1cccc(N2C(=O)Nc3ccccc3[C@]2(O)C(=O)NCc2ccccc2)c1,0.01,0.0,0.000602581468049,2.75621610186864,0.6101709315133534,403.15320615200005,3.0,4.0,3.0,5.0,0.1304347826086956,90.9,-3.839999999999999,19.475291819788083,7.883909396765787,3.3539148193974446,5.118047872759438,1.049452315641917,-7.5,-6.0,-8.9,-8.9,-7.5,-8.3,-8.9,-7.8,-6.9
742,COC(=O)c1sccc1NC(=O)[C@@H]1CC[NH2+][C@@H]1C,0.0,0.02,0.000457445623551,4.11686024021914,0.7823849558030715,269.09543982409,1.0,4.0,2.0,3.0,0.5,72.00999999999999,-1.4,13.04163223140496,5.494903827087053,2.540946215514322,3.9812508255449424,-2.509853832600845,-6.4,-6.7,-6.7,-6.5,-7.0,-6.4,-6.3,-5.4,-5.8
743,C/[NH+]=C(/NCc1ccc([N+]2=CCCC2)cc1)N[C@H]1CC[C@@H](SC)C1,0.03,0.0,0.0227029796774825,4.702272123711749,0.4266428476660929,346.21802080018,1.0,1.0,3.0,5.0,0.5789473684210527,41.04,-1.4899999999999998,17.336830105065403,8.56126208238603,4.530798336653068,6.184381091969377,-2.668449863588509,-7.4,-7.6,-8.3,-7.8,-8.4,-8.1,-7.3,-8.2,-6.3
744,N#Cc1csc(C(=O)N2CC[C@H]3CCCC[C@@H]32)c1,0.07,0.0,0.0025078198118495,3.27142473726056,0.7787140405699793,260.098334132,1.0,3.0,0.0,1.0,0.5714285714285714,44.1,-1.34,11.733706847530526,4.7352117886936105,1.928744664295149,3.0867548327500827,0.3028344371852789,-6.4,-7.9,-6.8,-7.7,-8.3,-8.0,-7.3,-7.1,-5.7
745,Cc1cccc(NC(=O)[C@H](C)[S@@](=O)Cc2ccc(F)c(F)c2)c1C,0.0,0.0,0.0008156033545591,3.0015988016491963,0.8891140460267998,351.110456288,2.0,2.0,1.0,5.0,0.2777777777777778,46.17,-2.08,18.26142582592461,7.659857587671577,4.258536246964969,5.828330048933764,1.2073558333002037,-8.8,-8.7,-8.8,-8.7,-8.7,-9.0,-8.4,-8.0,-6.6
746,CNS(=O)(=O)c1cccc([C@H](C)NC(=O)c2ccc(Cn3cccn3)cc2)c1,0.05,0.01,0.0015313821258086,2.569229018697893,0.6388011409033137,398.1412615640001,3.0,5.0,2.0,7.0,0.2,93.09000000000002,-2.97,19.782277959746292,8.366514039634858,4.649423921777777,5.911025224506306,0.6614423344345015,-8.8,-7.8,-9.5,-8.6,-9.4,-9.4,-8.2,-8.7,-6.9
747,CC[NH2+][C@@]1(C(=O)OC)CCC[C@@H](Oc2ccccc2)C1,0.03,0.0,0.0003349254767186,3.912431054962793,0.8305559399873809,278.17507004809,1.0,3.0,1.0,5.0,0.5625,52.14,-1.5499999999999998,14.850737505038955,6.749566539570683,3.308601157311346,5.011802047597917,-1.526894729617265,-6.8,-8.1,-6.5,-7.1,-7.3,-6.7,-6.7,-6.4,-5.5
748,COCCCn1c(C)c(C)c(C#N)c1NC(=O)C[NH+]1CC(C)(C)C1(C)C,0.03,0.01,0.003944778401776,4.0785633296137895,0.725688482455902,361.25980271609,1.0,4.0,2.0,7.0,0.7,71.49000000000001,-1.84,20.471646164072983,7.416392412261163,3.511002496261836,5.839452356835624,-1.62036090228108,-5.9,-5.6,-6.5,-6.8,-6.1,-5.9,-5.8,-5.7,-5.5
749,C[C@H]1CCC[C@@H](C)N1C(=O)[C@H]1C[C@H]1c1ccccc1Cl,0.04,0.01,0.011947744055939,3.331839098098452,0.798221794435619,291.138992004,1.0,1.0,0.0,2.0,0.5882352941176471,20.31,-1.02,13.940059105726002,5.40134891166587,2.460403676879641,3.764756153963552,1.072924399935202,-7.5,-7.0,-7.7,-8.1,-7.5,-6.3,-6.7,-6.1,-5.4
750,COCc1ccc(C[NH+](C)Cc2ccccc2O)o1,0.01,0.0,0.0031067179667174,3.7488571426490047,0.825780444861667,262.14376992009,2.0,3.0,2.0,6.0,0.3333333333333333,47.040000000000006,-1.7799999999999998,13.647028596697757,6.40518793798384,3.841400773288245,4.6006201556257365,-1.4398304810710325,-6.3,-7.1,-7.1,-6.9,-7.3,-7.2,-6.1,-7.5,-5.5
751,Cc1c(F)cc(N)cc1S(=O)(=O)NCC(N)=O,0.06,0.01,0.0004343282096208,2.3895812671552417,0.632279283311988,261.058340464,1.0,4.0,3.0,4.0,0.2222222222222222,115.28,-1.67,13.395231572080888,4.678180901723333,3.142466273909013,3.686195089098248,-1.1104313931672691,-6.5,-7.6,-7.2,-6.8,-7.0,-7.3,-6.7,-6.0,-6.0
752,CCNS(=O)(=O)[C@@H]1CC[NH+](C[C@@H]2CCCc3ccccc32)C1,0.02,0.0,0.0243460606787783,4.52544378473976,0.8381555412344183,323.17877552409,1.0,2.0,2.0,5.0,0.6470588235294118,50.61,-0.91,15.965722899509537,6.686490920437231,3.364573917700521,4.852484600263058,-2.8201682439328586,-8.6,-8.1,-8.2,-8.6,-8.8,-7.8,-7.8,-7.8,-6.4
753,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NCCCO)C(=O)C2,0.01,0.0,0.0010181806657095,4.216763911345483,0.7045056567930668,289.134779216,0.0,4.0,2.0,6.0,0.9230769230769232,83.47,-0.4600000000000001,14.938940210302675,4.823665918890326,2.340650909821537,3.792655618777752,-2.463361194118399,-6.3,-6.3,-5.7,-6.0,-6.7,-6.5,-5.9,-5.3,-4.7
754,COc1ccc(-n2ccc(CNC(=O)c3cc(Cl)ccc3[N+](=O)[O-])n2)cc1,0.0,0.05,0.0005590477189679,2.165602682485794,0.5168395292959,386.07818264,3.0,6.0,1.0,6.0,0.1111111111111111,99.29,-3.39,18.40254781534388,7.87790316827205,4.237016770237385,5.369388508843534,1.8721594881221408,-9.0,-8.4,-8.4,-9.1,-9.3,-10.1,-7.5,-8.4,-7.2
755,CC[C@@H](NC(=O)NC1CCC(C(=O)OC(C)(C)C)CC1)[C@H]1CCCO1,0.02,0.01,0.0028491637980832,3.2984779902031987,0.7437454418241394,354.251857568,0.0,4.0,2.0,5.0,0.8947368421052632,76.66000000000001,-1.3,20.017330229966078,8.877411987476018,6.494483504597079,7.108083493630676,0.3534971032703597,-7.7,-7.8,-7.9,-7.4,-8.4,-8.2,-6.6,-7.3,-5.5
756,CN(CC[NH+](C)C)C(=O)C[C@H]1COCCN1C(=O)c1ccc2[nH]nnc2c1,0.08,0.01,0.0013332850940571,4.055037534781672,0.6607595832006139,375.2139151440901,2.0,5.0,2.0,6.0,0.5555555555555556,95.86,-2.52,19.247380728543916,8.446786982228302,4.609368444270169,6.0214268511058,-3.58821193673564,-8.0,-6.2,-7.8,-7.7,-8.0,-8.3,-7.6,-6.8,-7.0
757,CC[C@H](c1ccc(F)cc1)N(C)C(=O)Cn1nnc(-c2ccccc2)n1,0.06,0.05,0.0001764686974403,2.708752726703185,0.6830744658108913,353.16518848000004,3.0,5.0,0.0,6.0,0.2631578947368421,63.91,-3.0899999999999994,17.724026440589572,7.860510380623547,3.932619853101545,5.358457454719252,1.02280219977776,-8.8,-9.0,-8.8,-8.5,-8.7,-8.4,-8.5,-8.1,-6.6
758,O=C(Cn1cccc1-c1nc(-c2ccc(OC(F)(F)F)cc2)no1)Nc1nccs1,0.04,0.03,0.0085325494222367,2.5737981830065277,0.487857605570401,435.0612949040001,4.0,8.0,1.0,6.0,0.1111111111111111,95.07,-3.67,19.63799353535936,7.986233972941202,4.656165613177564,5.227787037749554,1.9585947567048672,-9.1,-9.5,-9.1,-9.8,-8.2,-10.3,-8.5,-10.3,-7.2
759,CCc1nsc(Nc2ccc(CC(=O)N3CC[NH+](CC)CC3)cc2)n1,0.02,0.03,0.0262013327117793,3.4520646977151044,0.8108050384880308,360.18525787209,2.0,5.0,2.0,6.0,0.5,62.56,-1.99,17.820887160529633,8.399605388732809,4.764039291944295,5.987536793023361,-1.2321918585068077,-8.2,-8.1,-8.3,-8.3,-8.5,-8.7,-6.6,-7.6,-7.0
760,CS[C@@H]1CC[C@H](NC(=O)/C=C(/C)c2ccccc2)C1,0.0,0.02,0.0034647671645553,3.179942475700461,0.8522686169906805,275.134385292,1.0,2.0,1.0,4.0,0.4375,29.1,-1.2200000000000002,14.19464363443765,6.804611740703177,4.133247747867618,5.083633617368003,0.7372848949200318,-7.8,-7.1,-7.2,-7.6,-8.0,-7.3,-7.5,-6.8,-5.4
761,Cc1ccc([N+](=O)[O-])cc1NCC(=O)N[C@](C)(C#N)C1CC1,0.03,0.13,0.0002704074305275,2.865123168653705,0.6178112600620328,302.137890436,1.0,5.0,2.0,6.0,0.4666666666666667,108.06,-2.62,15.76291114554572,6.015469265537555,3.523320717331955,4.310059433246803,0.1622000749611313,-7.7,-7.4,-7.7,-7.5,-7.9,-8.1,-7.4,-6.5,-6.2
762,CC1(C)[C@H]2OCC[C@@H]2[C@H]1NC(=O)CCNC(=O)C12CC3CC(CC(C3)C1)C2,0.02,0.0,0.0148072310169438,4.925075186603534,0.7773473579684133,374.256942948,0.0,3.0,2.0,5.0,0.9090909090909092,67.43,-1.1,17.96205747139294,6.199035481888589,2.8322446376786434,4.123978947884698,-8.942481573097268,-9.4,-8.6,-8.9,-9.1,-9.9,-8.4,-7.6,-8.1,-6.4
763,c1ccc(COC2CC[NH+](Cc3cccnc3)CC2)cc1,0.04,0.0,0.0063780192128568,3.216628235816785,0.9062424914417628,283.18048977609004,2.0,2.0,1.0,5.0,0.3888888888888889,26.56,-1.71,14.236666634308785,7.341699771773954,4.379537847083456,4.977206294282222,-0.4532609409234573,-7.7,-8.5,-8.1,-8.3,-8.3,-8.0,-8.1,-7.0,-6.9
764,O=C(C1CCCC1)N1CCC[C@@H]([NH+]2CCC(CO)CC2)C1,0.03,0.02,0.0043344343412218,4.081636981389359,0.794200500229756,295.23800465209,0.0,2.0,2.0,3.0,0.9411764705882352,44.98,-0.6100000000000001,15.29201293764902,7.100351803650277,3.5944236802098093,5.170412935394266,-2.4607629384792484,-8.4,-6.7,-8.1,-6.9,-8.8,-8.2,-6.3,-7.7,-6.2
765,COC(=O)CNC(=O)c1sc2ncn(CC(=O)N3CCCCC3)c(=O)c2c1C,0.0,0.0,0.0002903848025314,2.3901560653727234,0.7314255638828568,406.131090804,2.0,8.0,1.0,5.0,0.5,110.6,-2.75,19.996401818028787,8.50899630816666,4.059230972690604,6.076761044508001,-0.2732352296400234,-8.4,-6.4,-8.1,-8.5,-8.3,-8.5,-7.3,-7.4,-6.5
766,CC(C)CCNC(=O)[C@@H](C)Oc1ccc(N)cc1C(=O)[O-],0.03,0.01,0.0005051911943314,2.9966763616811978,0.7147861697953647,293.15068073191003,1.0,5.0,2.0,7.0,0.4666666666666667,104.48,-2.24,16.813304904051172,7.517947224258322,5.333074177742613,6.019120901620017,-1.0844335632151114,-7.3,-7.5,-7.3,-7.0,-8.0,-6.7,-6.7,-6.9,-6.0
767,CCN(CC)C(=O)[C@@H]1C[C@@H]([NH3+])CN1C(=O)Cc1cccc(O)c1,0.01,0.0,0.0030738746731601,3.649958213574685,0.801139391297151,320.19686811209,1.0,3.0,2.0,5.0,0.5294117647058824,88.49000000000001,-2.08,17.276638606212376,7.458519469347933,4.0140638792615295,5.60252806127492,-2.249838654572202,-7.0,-6.5,-7.3,-7.5,-6.9,-8.2,-7.1,-6.5,-5.9
768,COc1ccc(F)cc1NC(=O)N1CCO[C@H](c2ccc(C)o2)C1,0.01,0.02,0.0001823512872425,2.8010446984387887,0.9349123894863102,334.132885308,2.0,4.0,1.0,3.0,0.3529411764705882,63.94,-2.54,16.322435489040494,6.920531153166087,3.5109673059463624,4.70666347072702,1.087922584074697,-7.8,-8.7,-8.0,-8.3,-7.4,-7.6,-7.7,-7.7,-6.6
769,COc1ccc(-c2nnc(SCC(=O)c3ccc(Br)cc3)o2)cc1OC,0.0,0.0,0.000240387788873,2.0745798013139733,0.3999252128674662,433.99359006,3.0,7.0,0.0,7.0,0.1666666666666666,74.45,-2.3199999999999994,18.470462049087256,8.373594281003037,4.254991060211221,5.948621360835412,2.761381193304772,-8.6,-9.1,-8.1,-8.7,-8.7,-8.7,-7.7,-7.5,-6.5
770,CC(C)=CC(=O)NCCC1CCN(c2cc[nH+]cc2)CC1,0.0,0.03,0.0063375002169732,3.392079005047554,0.8442892573254481,288.20703887209,1.0,2.0,1.0,5.0,0.5294117647058824,46.48,-1.84,15.546983497102543,7.814027438767781,5.213578087512049,5.784978839829959,-0.4239900868059771,-7.6,-8.0,-7.9,-8.1,-8.1,-8.2,-6.9,-7.8,-6.2
771,C[C@]1(O)[C@](C)(O)[C@@H](CO)O[C@](C)(Oc2c[nH]c3ccc(Br)c(Cl)c23)[C@]1(C)O,0.15,0.05,0.0137661388137265,4.636572221849177,0.4761540362649477,463.039727236,2.0,6.0,5.0,3.0,0.5555555555555556,115.17,-0.87,20.853786482671676,6.316484126095743,2.7336069901675137,4.878615232843911,-1.8241105035629015,-7.4,-6.2,-6.5,-7.9,-5.7,-4.9,-6.7,-5.4,-5.6
772,O=C(CCCc1nc(-c2cccnc2)no1)N1CCC[C@@H](Cc2ccccc2)C1,0.05,0.03,0.0063715073702403,2.691110389578329,0.6110420214196677,390.205576072,3.0,5.0,0.0,7.0,0.391304347826087,72.11999999999999,-3.02,19.303108533478504,9.453815491545438,5.28080315439501,6.29269056857869,1.6342810081112642,-10.1,-10.9,-10.0,-9.0,-10.1,-10.3,-9.8,-8.8,-7.4
773,Cn1nc(NC(=O)c2cccc(F)c2)c2c1NC(=O)C[C@@H]2c1ccccc1,0.13,0.01,0.0004054894462014,2.959525536253885,0.7487925344346411,364.133554004,3.0,4.0,2.0,3.0,0.15,76.02000000000001,-3.479999999999999,16.96004695508555,6.677579209624809,3.190152209451228,4.1945206274644375,0.8590802097648841,-8.2,-6.4,-9.9,-10.0,-4.2,-9.8,-9.5,-7.2,-7.4
774,O=C(CSc1ccncc1)NCCN1Cc2ccccc2O[C@@H](c2ccccc2)C1,0.04,0.0,0.008052786422368,2.7908789186964427,0.5883951869354778,419.16674804,3.0,5.0,1.0,7.0,0.25,54.46000000000001,-2.829999999999999,20.443086363221383,10.274637069898787,5.61572306064283,7.001509765689894,-1.9884909987880344,-9.0,-8.4,-9.8,-9.5,-7.2,-8.9,-9.4,-9.0,-7.4
775,N#Cc1ccc(OCCn2cc(Cl)cn2)cc1,0.04,0.0,0.001541462163287,2.0937472725783906,0.8341011504592841,247.05123962,2.0,4.0,0.0,4.0,0.1666666666666666,50.84,-1.99,11.494082208145205,5.372057142391113,3.230701003884731,3.632168613029239,1.3411282655710777,-6.9,-7.3,-6.9,-6.8,-7.2,-7.5,-7.0,-6.7,-5.8
776,C[C@@H]1CCN(C(=O)Nc2ccc(O[C@@H]3CCOC3)cc2)[C@H](C)C1,0.0,0.01,0.0005087949742455,3.1933557050223405,0.9276736560816988,318.194342692,1.0,3.0,1.0,3.0,0.6111111111111112,50.80000000000001,-1.75,16.11992715920916,7.214845862628448,4.163120635777941,5.056643033499659,0.7326265925056119,-8.0,-7.9,-8.4,-8.3,-9.0,-8.5,-7.5,-7.7,-5.9
777,CC[C@H](C)[C@H](C)[NH2+]Cc1ncccc1F,0.02,0.0,0.0032467169857627,4.1665028861268265,0.7892221492384154,211.16050328009,1.0,1.0,1.0,5.0,0.5833333333333334,29.5,-0.96,12.11122507122507,5.808413134645354,3.5902464977085105,4.689799918689987,-1.6813977202354975,-5.6,-6.7,-6.4,-6.2,-6.5,-6.5,-6.0,-6.4,-4.8
778,C#CC(C)(C)NC(=O)c1ccc(OC)c(O)c1,0.01,0.0,0.0019915243157481,2.302820427994403,0.7785166633381184,233.10519334,1.0,3.0,2.0,3.0,0.3076923076923077,58.56,-2.15,12.917340067340067,4.790194481826893,3.1494425304341136,3.63979830061493,0.4316034882229131,-6.6,-6.7,-6.6,-6.8,-6.9,-6.7,-6.5,-6.3,-5.2
779,COc1cc([N+](=O)[O-])ccc1OCc1nc(-c2cccs2)no1,0.0,0.09,0.000354630526437,2.1931985142325754,0.5036555178082119,333.041941452,3.0,8.0,0.0,6.0,0.1428571428571428,100.52,-2.9399999999999995,14.974961174872126,6.443999313378465,3.2903572949569018,4.19559302298892,1.7842526153089284,-8.1,-7.4,-8.0,-7.5,-8.0,-8.6,-7.3,-7.7,-6.8
780,CC1CCN(C(=O)C[NH+]2CCC[C@@H](c3nc4ccccc4o3)C2)CC1,0.0,0.01,0.0250101296118413,4.052685302247913,0.926104234710517,342.21760355608995,2.0,3.0,1.0,3.0,0.6,50.78,-1.88,16.581038580330155,7.160725326991678,3.711285451304524,4.749290516399851,-1.4542820356975723,-9.8,-8.7,-8.1,-9.0,-9.6,-9.8,-8.0,-9.1,-6.8
781,C[C@H]1CCC[C@H](NC(=O)Cc2c[nH]c3ccccc23)[C@@H]1C,0.0,0.02,0.0183558339525737,2.980753608424733,0.8875078769974428,284.188863388,2.0,1.0,2.0,3.0,0.5,44.89,-1.7699999999999996,14.179229542797644,5.922170807796311,2.9670416525559684,3.998658060733297,1.088575491878205,-8.9,-8.3,-8.9,-9.0,-8.7,-8.9,-7.9,-7.8,-6.1
782,Cn1nc(CNC(=O)Nc2ccccc2C(F)(F)F)cc1-c1ccncc1,0.16,0.03,0.0020124705324495,2.370276164267171,0.7281918810858103,375.130694792,3.0,4.0,2.0,4.0,0.1666666666666666,71.84,-3.3599999999999985,18.43165257093903,7.483275010982732,4.4338268081638414,5.1084861146379135,1.9404127976106271,-9.7,-9.1,-9.6,-8.6,-9.5,-8.9,-8.4,-8.5,-7.3
783,CC[NH2+]C[C@H](Cc1cscn1)c1cccc(F)c1,0.02,0.01,0.0077593214244107,3.8396350649586095,0.8521903854300313,265.11692421609,2.0,2.0,1.0,6.0,0.3571428571428571,29.5,-1.2600000000000002,13.178248075356295,6.613308379145848,3.6162465763820895,4.841767689956469,-0.959402806888799,-6.7,-7.4,-6.5,-7.2,-6.9,-7.2,-6.9,-6.5,-5.5
784,CCCCS(=O)(=O)N1CCN(c2ccc(-n3ccnc3C)nn2)CC1,0.01,0.01,0.0010816714844321,2.52170454061868,0.7663014010663086,364.16814500800007,2.0,7.0,0.0,6.0,0.5625,84.22000000000001,-2.0,17.8112,7.486111111111111,3.983703033046627,5.333464888888889,-0.0539465724557705,-7.9,-8.3,-7.3,-7.7,-7.7,-8.7,-6.7,-7.4,-6.0
785,O=C(c1cc2ccccc2o1)N(C[C@H]1CCCO1)c1nc2c(F)cccc2s1,0.05,0.0,0.0017762049693336,2.8852051746814595,0.4867073601052384,396.0943916240001,4.0,5.0,0.0,4.0,0.238095238095238,55.57000000000001,-2.769999999999999,17.336700558958295,6.9965084449230295,3.061960728629965,4.332013280994769,2.1486703840507086,-9.1,-7.6,-9.4,-9.9,-6.7,-9.7,-9.5,-9.2,-7.3
786,C[C@H](CC#N)Sc1ccccc1NC(=O)c1ccc(Cl)nc1Cl,0.0,0.01,0.0003158121049796,2.9273721708162697,0.5950516377547123,365.015638396,2.0,4.0,1.0,5.0,0.1875,65.78,-1.7399999999999998,17.611316508566166,8.207561757126713,4.865811565102721,6.284607298624436,2.1173099282886083,-8.2,-6.9,-7.3,-8.1,-8.3,-8.7,-7.2,-6.8,-6.3
